Column1;Column2;Column3;Column4
Laffittite;Ag1+Hg2+As3+S2-3;Ag Hg As S;monoclinic
Laflammeite;Pd3Pb2S2;Pd Pb S;monoclinic
Lafor?tite;Ag1+In3+S2-2;Ag In S;tetragonal
Lafossaite;Tl1+Cl;Tl Cl;cubic
Lagalyite;Ca2xMn4+1-xO2·1.5-2H2O (x = 0.05-0.08);Ca Mn O H;monoclinic
Lahnsteinite;Zn2+4(S6+O4)(OH)6·3H2O;Zn S O H;triclinic
Laihunite;(Fe3+,Fe2+,[box])2SiO4;Fe Si O;monoclinic
Laitakarite;Bi4(Se,S)3;Bi Se S;hexagonal
Lakargiite;CaZr4+O3;Ca Zr O;orthorhombic
Lakebogaite;NaCaFe3+2H(U6+O2)2(PO4)4(OH)2·8H2O;Na Ca Fe H U O P;monoclinic
Lalondeite;(Na,Ca)6(Ca,Na)3Si16O38(F,OH)2·3H2O;Na Ca Si O F H;triclinic
Lammerite;Cu2+3(As5+O4)2;Cu As O;monoclinic
Lamprophyllite;(SrNa)Ti4+2Na3Ti4+(Si2O7)2O2(OH)2;Sr Na Ti Si O H;orthorhombic|monoclinic
Lanarkite;Pb2+2O(S6+O4);Pb O S;monoclinic
Landauite;(Na,Pb2+)(Mn2+,Y)(Zn2+,Fe2+)2(Ti4+,Fe3+,Nb5+)18(O,OH,F)O38;Na Pb Mn Y Zn Fe Ti Nb O H F;hexagonal
Landesite;Mn2+9Fe3+3(PO4)8(OH)3·9H2O;Mn Fe P O H;orthorhombic
L?ngbanite;Mn2+4Mn3+9Sb5+O16(SiO4)2;Mn Sb O Si;monoclinic|hexagonal
L?ngbanshyttanite;Pb2+2Mn2+2Mg(As5+O4)2(OH)4·6H2O;Pb Mn Mg As O H;triclinic
Langbeinite;K2Mg2(S6+O4)3;K Mg S O;cubic
Langhofite;Pb2+2(OH)[W6+O4(OH)];Pb O H W;triclinic
Langisite;CoAs;Co As;orthorhombic
Langite;Cu2+4S6+O4(OH)6·2H2O;Cu S O H;monoclinic
Lanmuchangite;Tl1+Al(S6+O4)2·12H2O;Tl Al S O H;cubic
Lannonite;HCa4Mg2Al4(S6+O4)8F9·32H2O;H Ca Mg Al S O F;tetragonal
Lansfordite;MgCO3·5H2O;Mg C O H;monoclinic
Lanthanite-(Ce);Ce3+2(CO3)3·8H2O;Ce C O H;orthorhombic
Lanthanite-(La);La2(CO3)3·8H2O;La C O H;orthorhombic
Lanthanite-(Nd);Nd2(CO3)3·8H2O;Nd C O H;orthorhombic
Lapeyreite;Cu2+3O[As5+O3(OH)]2·H2O;Cu O As H;monoclinic
Laphamite;As2Se3;As Se;monoclinic
Lapieite;Cu1+Ni2+Sb3+S2-3;Cu Ni Sb S;orthorhombic
Laplandite-(Ce);Na4Ce3+Ti4+PSi7O22·5H2O;Na Ce Ti P Si O H;orthorhombic
Laptevite-(Ce);NaFe2+((Ce,REE)7Ca5Y3)(SiO4)4(Si3B2PO18)(BO3)F11;Na Fe REE Ca Y Si O B P F;hexagonal
Larderellite;N3-H4B5O7(OH)2·H2O;N H B O;monoclinic
Larisaite;Na(H3O)(U6+O2)3(Se4+O3)2O2·4H2O;Na H O U Se;monoclinic
Larnite;Ca2SiO4;Ca Si O;monoclinic
Larosite;(Cu1+,Ag1+)21Pb2+Bi3+S2-13;Cu Ag Pb Bi S;orthorhombic
Larsenite;Pb2+Zn2+SiO4;Zn Pb Si O;orthorhombic
Lasalite;Na2Mg2[V5+10O28]·20H2O;Na Mg V O H;monoclinic
Lasmanisite;Ag1+12Pb2+13Mn2+11Sb3+44S2-96;Ag Pb Mn Sb S;orthorhombic
Lasnierite;(Ca,Sr)(Mg,Fe2+)2Al(PO4)3;Ca Sr Mg Fe Al P O;orthorhombic
Latiumite;(Ca,K)4(Si,Al)5O11(S6+O4,CO3);Ca K Si Al O S C;monoclinic
Latrappite;Ca2Fe3+Nb5+O6;Ca Nb Fe O;orthorhombic
Laueite;Mn2+Fe3+2(PO4)2(OH)2·8H2O;Mn Fe P O H;triclinic
Laumontite;Ca(Si4Al2)O12·4H2O;Ca Al Si O H;monoclinic
Launayite;Cu1+Pb2+10(Sb3+,As3+)13S2-30;Cu Pb Sb As S;monoclinic
Lauraniite;Cu2+6Cd2+2(S6+O4)2(OH)12·5H2O;Cu Cd S O H;monoclinic
Laurelite;Pb2+7F12Cl2;Pb F Cl;hexagonal
Laurentianite;Na3Nb5+3Si4O17·9H2O;Nb O H Si Na;hexagonal
Laurentthomasite;Mg2K(Be2Al)Si12O30;Mg K Be Al Si O;hexagonal
Laurionite;Pb2+Cl(OH);Pb Cl O H;orthorhombic
Laurite;Ru2+(S2)2-;Ru S;cubic
Lausenite;Fe3+2(S6+O4)3·5H2O;Fe S O H;monoclinic
Lautarite;Ca(I5+O3)2;Ca I O;monoclinic
Lautenthalite;Pb2+Cu2+4(S6+O4)2(OH)6·3H2O;Pb Cu S O H;monoclinic
Lautite;CuAsS;Cu As S;orthorhombic
Lavendulan;NaCaCu2+5(As5+O4)4Cl·5H2O;Na Ca Cu As O Cl H;monoclinic
L?venite;(Na,Ca)2(Mn2+,Fe2+)(Zr4+,Ti4+,Nb5+)(Si2O7)(O,F)2;Na Ca Mn Fe Zr Ti Nb Si O F;monoclinic
Laverovite;K2NaMn2+7Zr4+2(Si4O12)2O2(OH)4F;K Na Mn Zr Si O H F;triclinic
Lavinskyite;K(LiCu2+)Cu2+6(Si4O11)2(OH)4;K Li Cu Si O H;orthorhombic
Lavoisierite;Mn2+8[Al10(Mn3+Mg)][Si11P]O44(OH)12;Mn Al Mg Si P O H;orthorhombic
Lavrentievite;Hg3S2Cl2;Hg S Cl;triclinic|monoclinic
Lawrencite;Fe2+Cl2;Fe Cl;hexagonal
Lawsonbauerite;Mn2+9Zn2+4(S6+O4)2(OH)22·8H2O;Mn Zn S O H;monoclinic
Lawsonite;CaAl2Si2O7(OH)2·H2O;Ca Al Si O H;monoclinic|orthorhombic
Lazaraskeite;Cu2+(C2H3O3)1-2;Cu C H O;monoclinic
Lazarenkoite;CaFe3+As3+3O7·3H2O;Ca Fe As O H;orthorhombic
Lazaridisite;(Cd2+S6+O4)3·8H2O;Cd S O H;monoclinic
Lazerckerite;Ag1+3.75Pb2+4.50(Sb3+7.75Bi3+4)S2-24;Ag Pb Sb Bi S;monoclinic
Lazulite;MgAl2(PO4)2(OH)2;Mg Al P O H;monoclinic
Lazurite;Na7Ca(Al6Si6O24)(S6+O4)(S3)1-·H2O;Na Ca Al Si O S H;orthorhombic|triclinic, cubic
Lead;Pb;Pb;cubic
Leadamalgam;HgPb2;Hg Pb;tetragonal
Leadhillite;Pb2+4(S6+O4)(CO3)2(OH)2;Pb S O C H;monoclinic
Lebedevite;K4Na14Cu2+14O8(As5+O4)8Cl6;K Na Cu O As Cl;tetragonal
Lechatelierite;SiO2;Si O;
Lechnerite;Ag1+10Cu1+4Hg2+Pb2+33Sb3+58S2-128;Ag Cu Hg Pb Sb S;triclinic
Lecontite;(N3-H4)Na(S6+O4)·2H2O;N H Na S O;orthorhombic
Lecoqite-(Y);Na3Y(CO3)3·6H2O;Na Y C O H;hexagonal
Lednevite;Cu2+[PO3(OH)]·H2O;Cu P O H;monoclinic
Leesite;K(H2O)2[(U6+O2)4O2(OH)5]·3H2O;K H O U;orthorhombic
Lefontite;Fe2+2Al2Be(PO4)2(OH)6;Fe Al Be P O H;orthorhombic
Legrandite;Zn2+2As5+O4(OH)·H2O;Zn As O H;monoclinic
Leguernite;Bi3+38O42(S6+O4)15;Bi O S;monoclinic
Lehmannite;Na18Cu2+12Ti4+O8(As5+O4)8FCl5;Na Cu Ti O As F Cl;monoclinic
Lehnerite;Mn2+(U6+O2)2(PO4)2·8H2O;Mn U O P H;monoclinic
Leifite;Na7Be2(Si15Al3)O39(F,OH)2;Na Be Si Al O F H;hexagonal
Leightonite;K2Ca2Cu2+(S6+O4)4·2H2O;K Ca Cu S O H;monoclinic
Leisingite;Cu2+2MgTe6+O6·6H2O;Cu Mg Te O H;hexagonal
Leiteite;Zn2+As3+2O4;Zn As O;monoclinic
Lemanskiite;NaCaCu2+5(As5+O4)4Cl·3H2O;Na Ca Cu As O Cl H;monoclinic|tetragonal
Lemmleinite-Ba;Na4K4Ba2+xTi4+8(Si4O12)4(O,OH)8·8H2O;Na K Ba Ti Si O H;monoclinic
Lemmleinite-K;Na4K8Ti4+8(Si4O12)4(O,OH)8·8H2O;Na K Ti Si O H;monoclinic
Lemoynite;Na2CaZr4+2Si10O26·5-6H2O;Na Ca Zr Si O H;monoclinic
Lenaite;Ag1+Fe3+S2-2;Ag Fe S;tetragonal
Lengenbachite;Ag1+4Cu1+2Pb2+18As3+12S2-39;Ag Cu Pb As S;triclinic
Leningradite;Pb2+Cu2+3(V5+O4)2Cl2;Pb Cu V O Cl;orthorhombic
Lennilenapeite;K7(Mg,Mn2+,Fe2+,Zn2+)48(Si,Al)72(O,OH)216·16H2O;K Mg Mn Fe Zn Si Al O H;
Lenoblite;V4+2O4·2H2O;V O H;
Leogangite;Cu2+10(As5+O4)4S6+O4(OH)6·8H2O;Cu As O S H;monoclinic
Leonardsenite;MgAlF5·2H2O;Mg Al F H O;orthorhombic
Leonite;K2Mg(S6+O4)2·4H2O;K Mg S O H;monoclinic
Le?szil?rdite;Na6Mg(U6+O2)2(CO3)6·6H2O;Na Mg U O C H;monoclinic
Lepageite;Mn2+3(Fe3+7Fe2+4)O3[Sb3+5As3+8O34];Mn Fe O Sb As;triclinic
Lepersonnite-(Gd);[Ca0.5Gd0.5(H2O)18(OH)1.5][Gd(U6+O2)12(SiO3OH)2(CO3)4(OH)10O2(H2O)5];Ca Gd H O U Si C;orthorhombic
Lepersonnite-(Nd);[Nd(H2O)18(OH)2][Nd(U6+O2)12(SiO3OH)2(CO3)4(OH)10O2(H2O)5];Nd H O U Si C;orthorhombic
Lepidocrocite;Fe3+O(OH);Fe O H;orthorhombic
Lepkhenelmite-Zn;Ba2Zn2+(Ti4+,Nb5+)4(Si4O12)2(O,OH)4·7H2O;Ba Zn Ti Nb Si O H;monoclinic
Lermontovite;U4+PO4(OH)·H2O;U P O H;orthorhombic
Letnikovite-(Ce);(Na[box])Ca2Ce3+2[Si7O17(OH)]F4(H2O)4;Na Ca Ce Si O H F;monoclinic
Letovicite;(N3-H4)3H(S6+O4)2;N H S O;monoclinic
Leucite;K(Si2Al)O6;K Al Si O;cubic|tetragonal
Leucophanite;NaCaBeSi2O6F;Na Ca Be Si O F;triclinic|orthorhombic
Leucophoenicite;Mn2+7(SiO4)3(OH)2;Mn Si O H;monoclinic
Leucophosphite;KFe3+2(PO4)2(OH)·2H2O;K Fe P O H;monoclinic
Leucosphenite;Na4BaTi4+2B2Si10O30;Na Ba Ti B Si O;monoclinic
Leucostaurite;Pb2+2B5O9Cl·0.5H2O;Pb B O Cl H;orthorhombic
Levantite;KCa3Al2(SiO4)(Si2O7)(PO4);K Ca Al Si O P;monoclinic
Leverettite;Cu2+3Co2+Cl2(OH)6;Cu Co Cl O H;hexagonal
Levinsonite-(Y);YAl(S6+O4)2((C2)6+O4)·12H2O;Y Al S O C H;monoclinic
L?vyclaudite;Pb2+8Cu1+3Sn4+7(Bi3+,Sb3+)3S2-28;Pb Cu Sn Bi Sb S;monoclinic
L?vyne-Ca;Ca3(Si12Al6)O36·18H2O;Ca Si Al O H;hexagonal
L?vyne-Na;Na6(Si12Al6)O36·18H2O;Na Si Al O H;hexagonal
Leybovite-K;KCu2+Na(MgFe3+)(As5+O4)3;K Cu Na Mg Fe As O;monoclinic
Leydetite;Fe2+(U6+O2)(S6+O4)2·11H2O;Fe U O S H;monoclinic
Lianbinite;(N3-H4)(C2H3O3)1-(C2H4O3);N H C O;monoclinic
Liandratite;U6+Nb5+2O8;U Nb O;hexagonal
Liangjunite;K2(Mo6+2O5)(S6+O4)2·3H2O;K Mo O S H;triclinic
Libbyite;(N3-H4)2(Na2[box])[(U6+O2)2(S6+O4)3(H2O)]2·7H2O;N H Na U O S;tetragonal
Liberite;Li2BeSiO4;Li Be Si O;monoclinic
Libethenite;Cu2+2PO4(OH);Cu P O H;orthorhombic
Liddicoatite;Ca(Li2Al)Al6(Si6O18)(BO3)3(OH)3(OH);Ca Li Al Si O B H;hexagonal
Liebauite;Ca3Cu2+5Si9O26;Ca Cu Si O;monoclinic
Liebenbergite;Ni2+2SiO4;Ni Si O;orthorhombic
Liebermannite;KAlSi3O8;K Al Si O;tetragonal
Liebigite;Ca2(U6+O2)(CO3)3·11H2O;Ca U O C H;orthorhombic
Liguowuite;W6+O3;W O;monoclinic
Likasite;Cu2+3N5+O3(OH)5·2H2O;Cu N O H;orthorhombic
Lileyite;Ba2Ti4+2Na(NaFe2+)Mg(Si2O7)2O2F2;Ba Ti Na Fe Mg Si O F;monoclinic
Lillianite;Pb2+3-2xAg1+xBi3+2+xS2-6;Pb Ag Bi S;orthorhombic
Lime;CaO;Ca O;cubic
Limousinite;BaCa[Be4P4O16]·6H2O;Ba Ca Be P O H;monoclinic
Linarite;Pb2+Cu2+S6+O4(OH)2;Cu Pb S O H;monoclinic
Lindackerite;Cu2+5(As5+O4)2(As5+O3OH)2·9H2O;Cu As O H;triclinic
Lindbergite;Mn2+(C2)6+O4·2H2O;Mn C O H;monoclinic
Lindgrenite;Cu2+3(Mo6+O4)2(OH)2;Cu Mo O H;monoclinic
Lindqvistite;Pb2+2Mn2+Fe3+16O27;Pb Mn Fe O;hexagonal
Lindsleyite;(Ba,Sr)(Zr4+,Ca)(Fe3+,Mg)2(Ti4+,Cr3+,Fe3+)18O38;Ba Sr Zr Ca Fe Mg Ti Cr O;hexagonal
Lindstr?mite;Cu1+3Pb2+3Bi3+7S2-15;Pb Cu Bi S;orthorhombic
L?nekite;K2Ca3[(U6+O2)(CO3)3]2·8H2O;K Ca U O C H;orthorhombic
Lingbaoite;AgTe3;Ag Te;hexagonal
Lingunite;NaAlSi3O8;Na Al Si O;tetragonal
Linnaeite;Co2+Co3+2S2-4;Co S;cubic
Lintisite;Na3LiTi4+2O2(SiO3)4·2H2O;Na Li Ti O Si H;monoclinic
Linzhiite;FeSi2;Fe Si;tetragonal
Liottite;Na16Ca8Si18Al18O72(S6+O4)5Cl4;Na Ca Si Al O S Cl;hexagonal
Lipscombite;Fe2+Fe3+2(PO4)2(OH)2;Fe P O H;unknown|tetragonal
Lipuite;KNa8Mn3+5Mg0.5(Si12O30(OH)4)(PO4)O2(OH)2·4H2O;K Na Mn Mg Si O H P;orthorhombic
Liraite;NaCa2Mn2+2[Fe3+Fe2+]Mn2+2(PO4)6(H2O)2;Na Ca Mn Fe P O H;orthorhombic
Liroconite;Cu2+2AlAs5+O4(OH)4·4H2O;Cu Al As O H;monoclinic
Lisanite;CaNi2+P2O7;Ca Ni P O;triclinic
Lisetite;Na2CaAl4(SiO4)4;Na Ca Al Si O;orthorhombic
Lishiite;(Ca2[box])Sr3(CO3)5;Ca Sr C O;hexagonal
Lishizhenite;Zn2+Fe3+2(S6+O4)4·14H2O;Zn Fe S O H;triclinic
Lisiguangite;Cu1+Pt2+Bi3+S2-3;Cu Pt Bi S;orthorhombic
Lisitsynite;KBSi2O6;K B Si O;orthorhombic
Liskeardite;(Al,Fe3+)32(As5+O4)18(OH)42(H2O)22·52H2O;Al Fe As O H;monoclinic
Lislkirchnerite;Pb2+6Al(OH)8Cl2(N5+O3)5·2H2O;Pb Al O H Cl N;monoclinic
Litharge;Pb2+O;Pb O;tetragonal|orthorhombic
Lithiomarsturite;LiCaMn2+3Si5O14(OH);Li Ca Mn Si O H;triclinic
Lithiophilite;LiMn2+PO4;Li Mn P O;orthorhombic
Lithiophorite;(Al,Li)Mn4+O2(OH)2;Al Li Mn O H;hexagonal
Lithiophosphate;Li3PO4;Li P O;orthorhombic
Lithiotantite;LiTa5+3O8;Li Ta O;monoclinic
Lithiowodginite;LiTa5+3O8;Li Ta O;monoclinic
Lithosite;K3Al2Si4O12(OH);K Al Si O H;monoclinic
Litidionite;KNaCu2+Si4O10;K Na Cu Si O;triclinic
Litochlebite;Ag1+2Pb2+Bi3+4Se2-8;Ag Pb Bi Se;monoclinic
Litvinskite;Na3Zr4+Si6O13(OH)5;Na Zr Si O H;monoclinic
Liudongshengite;Zn2+4Cr3+2(OH)12(CO3)·3H2O;Zn Cr O H C;hexagonal
Liuite;Fe2+Ti4+O3;Fe Ti O;orthorhombic
Liveingite;Pb2+20As3+24S2-56;Pb As S;monoclinic
Liversidgeite;Zn2+6(PO4)4·7H2O;Zn P O H;triclinic
Livingstonite;Hg2+Sb3+4S2-6(S2)2-;Hg Sb S;monoclinic
Lizardite;Mg3Si2O5(OH)4;Mg Si O H;triclinic|hexagonal
Llantenesite;Cu2+6Al[Se6+O4](OH)12Cl·3H2O;Cu Al Se O H Cl;hexagonal
Lobanovite;K2Na(Fe2+4Mg2Na)Ti4+2(Si4O12)2O2(OH)4;K Na Fe Mg Ti Si O H;monoclinic
Lokkaite-(Y);CaY4(CO3)7·9H2O;Ca Y C O H;orthorhombic
L?llingite;Fe3+(As2)3-;Fe As;orthorhombic
Lombardoite;Ba2Mn3+(As5+O4)2(OH);Ba Mn As O H;monoclinic
Lomonosovite;Na6Na2Ti4+2Na2Ti4+2(Si2O7)2(PO4)2O4;Na Ti Si O P;triclinic
Londonite;CsBe5Al4B11O28;Cs Be Al B O;cubic
Lonecreekite;N3-H4Fe3+(S6+O4)2·12H2O;N H Fe S O;cubic
Lonsdaleite;C;C;hexagonal
Loomisite;Ba[Be2P2O8]·H2O;Ba Be P O H;monoclinic
Loparite;(Na0.5Ce3+0.5)Ti4+O3;Na REE Ti O;orthorhombic|hexagonal, tetragonal
Lopatkaite;Pb2+5Sb3+3As3+S2-11;Pb Sb As S;monoclinic
L?pezite;K2Cr6+2O7;K Cr O;triclinic
Lor?ndite;Tl1+As3+S2-2;Tl As S;monoclinic
Loranskite-(Y);(Y,Ce3+,Ca)(Zr4+,Ta5+)2O6;Y Ce Ca Zr Ta O;
Lorenzenite;Na2Ti4+2O3(Si2O6);Na Ti O Si;orthorhombic
Loseyite;Mn2+4Zn2+3(CO3)2(OH)10;Mn Zn C O H;monoclinic
Lotharmeyerite;CaZn2+2(As5+O4)2·2H2O;Ca Zn As O H;monoclinic
Loudounite;NaCa5Zr4+4Si16O40(OH)11·8H2O;Na Ca Zr Si O H;
Loughlinite;Na2Mg3Si6O16·8H2O;Na Mg Si O H;
Louisfuchsite;Ca2(Mg4Ti4+2)(Al4Si2)O20;Ca Mg Ti Al Si O;triclinic
Lourenswalsite;(K,Ba)2Ti4+4(Si,Al)6O14(OH)12;K Ba Ti Si Al O H;hexagonal
Lovdarite;K2Na6Be4Si14O36·9H2O;K Na Be Si O H;orthorhombic
Loveringite;(Ca,Ce3+,La)(Zr4+,Fe3+)(Mg,Fe3+)2(Ti4+,Fe3+,Cr3+,Al)18O38;Ca Ce La Zr Fe Mg Ti Cr Al O;hexagonal
Lovozerite;Na3CaZr4+Si6O15(OH)3;Na Ca Zr Si O H;hexagonal|monoclinic
L?weite;Na12Mg7(S6+O4)13·15H2O;Na Mg S O H;hexagonal
Luanheite;Ag3Hg;Ag Hg;hexagonal
Luanshiweiite;KLiAl1.5(Si3.5Al0.5)O10(OH)2;K Li Al Si O H;
Luberoite;Pt5Se4;Pt Se;monoclinic
Lubor??kite;Mn2+2As3+Sb3+S2-5;Mn As Sb S;monoclinic
Lucabindiite;(K,N3-H4)As3+4O6(Cl,Br);K N H As O Cl Br;hexagonal
Lucasite-(Ce);Ce3+Ti4+2O5(OH);Ce Ti O H;monoclinic
Lucasite-(La);LaTi4+2O5(OH);La Ti O H;monoclinic
Lucchesiite;CaFe2+3Al6(Si6O18)(BO3)3(OH)3O;Ca Fe Al Si O B H;hexagonal
Luddenite;Cu2+2Pb2+2Si5O14·14H2O;Cu Pb Si O H;monoclinic
Ludjibaite;Cu2+5(PO4)2(OH)4;Cu P O H;triclinic
Ludlamite;Fe2+3(PO4)2·4H2O;Fe P O H;monoclinic
Ludlockite;Pb2+Fe3+4As3+10O22;Pb Fe As O;triclinic
Ludwigite;Mg2Fe3+O2(BO3);Mg Fe O B;orthorhombic
Lueshite;NaNb5+O3;Na Nb O;orthorhombic|hexagonal
Luetheite;Cu2+Al(As5+O4)(OH)2;Cu Al As O H;monoclinic
Lukechangite-(Ce);Na3Ce3+2(CO3)4F;Na Ce C O F;hexagonal
Lukkulaisvaaraite;Pd14Ag2Te9;Pd Ag Te;tetragonal
Lukrahnite;CaCu2+Fe3+(As5+O4)2(OH,H2O)2;Ca Cu Fe As O H;triclinic
Lulzacite;Sr2Fe2+3Al4(PO4)4(OH)10;Sr Fe Al P O H;triclinic
Lumsdenite;NaCa3Mg2(As3+V4+2V5+10As5+6O51)·45H2O;Na Ca Mg As V O H;triclinic
Lun'okite;MgMn2+Al(PO4)2(OH)·4H2O;Mg Mn Al P O H;orthorhombic
L?neburgite;Mg3[B2(OH)6(PO4)2]·6H2O;Mg B O H P;triclinic
Lunijianlaite;Li0.7Al6.2(Si7Al)O20(OH,O)10;Li Al Si O H;
Luobusaite;Fe0.84Si2;Fe Si;orthorhombic
Luogufengite;Fe3+2O3;Fe O;orthorhombic
Lusernaite-(Y);Y4Al(CO3)2(OH,F)11·6H2O;Y Al C O H F;orthorhombic
Lussierite;Na10[(U6+O2)(S6+O4)4](S6+O4)2(H2O)3;Na U O S H;monoclinic
Luxembourgite;Ag1+Cu1+Pb2+Bi3+4Se2-8;Ag Cu Pb Bi Se;monoclinic
Luzonite;Cu3AsS2-4;Cu As S;tetragonal
Lyonsite;Cu2+3Fe3+4(V5+O4)6;Cu Fe V O;orthorhombic
Macaulayite;Fe3+24Si4O43(OH)2;Fe Si O H;monoclinic
Macdonaldite;BaCa4Si16O36(OH)2·10H2O;Ba Ca Si O H;orthorhombic
Macedonite;Pb2+Ti4+O3;Pb Ti O;orthorhombic|tetragonal
Macfallite;Ca2Mn3+3(SiO4)(Si2O7)(OH)3;Ca Mn Si O H;monoclinic
Machatschkiite;Ca6(As5+O4)(As5+O3OH)3PO4·15H2O;Ca As O H P;hexagonal
Machiite;Al2Ti4+3O9;Al Ti O;monoclinic
Macivorite;(N3-H4)3Al5(PO3OH)6(PO4)2·18H2O;N H Al P O;hexagonal
Mackayite;Fe3+Te4+2O5(OH);Fe Te O H;tetragonal
Mackinawite;Fe2+S2-;Fe S;tetragonal
Macphersonite;Pb2+4(S6+O4)(CO3)2(OH)2;Pb S O C H;orthorhombic
Macquartite;Cu2+2Pb2+7(Cr6+O4)4(SiO4)2(OH)2;Cu Pb Cr O Si H;monoclinic
Macraeite;K(H2O)Mn2+2(Fe3+2Ti4+)(PO4)4[O(OH)](H2O)10·4H2O;K H O Mn Fe Ti P;monoclinic
Madeiraite;Na2Ca2Fe2+2Zr4+2(Si2O7)2O2F2;Na Ca Fe Zr Si O F;monoclinic
Madocite;Pb2+19(Sb3+,As3+)16S2-43;Pb Sb As S;orthorhombic
Magadiite;Na2Si14O28(OH)2·8H2O;Na Si O H;monoclinic
Magbasite;KBaFe3+Mg7Si8O22(OH)2F6;K Ba Fe Mg Si O H F;orthorhombic
Magganasite;Cu2+Fe3+3O(As5+O4)3;Cu Fe O As;triclinic
Maghagendorfite;Na2MgFe2+Fe3+(PO4)3;Na Mg Fe P O;
Maghemite;(Fe3+0.67[box]0.33)Fe3+2O4;Fe O;tetragonal|cubic
Maghrebite;MgAl2(As5+O4)2(OH)2·8H2O;Mg Al As O H;triclinic
Magnanelliite;K3Fe3+2(S6+O4)4(OH)(H2O)2;K Fe S O H;monoclinic
Magn?liite;Ti3+2Ti4+2O7;Ti O;triclinic
Magnesioalterite;Mg2Fe3+4(S6+O4)4((C2)6+O4)2(OH)4·17H2O;Mg Fe S O C H;monoclinic
Magnesio-arfvedsonite;NaNa2(Mg4Fe3+)Si8O22(OH)2;Na Mg Fe Si O H;monoclinic
Magnesioaubertite;MgAl(S6+O4)2Cl·14H2O;Mg Al S O Cl H;triclinic
"Magnesiobeltrandoite-2&lt;i&gt;N&lt;/i&gt;3&lt;i&gt;S&lt;/i&gt;";(Mg6Al2)(Al18Fe3+2)O38(OH)2;Mg Al Fe O H;hexagonal
Magnesiobermanite;MgMn3+2(PO4)2(OH)2·4H2O;Mg Mn P O H;monoclinic
Magnesiocanutite;Na[box]Mn2+Mg2[As5+O4]2[As5+O2(OH)2];Na Mn Mg As O H;monoclinic
Magnesiocarpholite;MgAl2Si2O6(OH)4;Mg Al Si O H;orthorhombic
Magnesiochloritoid;MgAl2O(SiO4)(OH)2;Mg Al O Si H;monoclinic
Magnesiochlorophoenicite;Mg3Zn2+2As5+O4(OH,O)6;Mg Zn As O H;monoclinic
Magnesiochromite;MgCr3+2O4;Mg Cr O;orthorhombic|cubic
Magnesiocopiapite;MgFe3+4(S6+O4)6(OH)2·20H2O;Mg Fe S O H;triclinic
Magnesiocoulsonite;MgV3+2O4;Mg V O;cubic
Magnesiodumortierite;MgAl6BSi3O17(OH);Mg Al B Si O H;orthorhombic
Magnesio-dutrowite;Na(Mg2.5Ti4+0.5)Al6(Si6O18)(BO3)3(OH)3O;Na Mg Ti Al Si O B H;hexagonal
Magnesio-ferri-fluoro-hornblende;[box]Ca2(Mg4Fe3+)(Si7Al)O22F2;Ca Mg Fe Si Al O F;monoclinic
Magnesio-ferri-hornblende;[box]Ca2(Mg4Fe3+)[(Si7Al)O22](OH)2;Ca Mg Fe Si Al O H;monoclinic
Magnesioferrite;MgFe3+2O4;Mg Fe O;cubic
Magnesiofluckite;CaMg(As5+O3OH)2(H2O)2;Ca Mg As O H;triclinic
Magnesio-fluoro-arfvedsonite;NaNa2(Mg4Fe3+)Si8O22F2;Na Mg Fe Si O F;monoclinic
Magnesio-fluoro-hastingsite;NaCa2(Mg4Fe3+)(Si6Al2)O22F2;Na Ca Mg Fe Si Al O F;monoclinic
Magnesio-foitite;[box](Mg2Al)Al6(Si6O18)(BO3)3(OH)3OH;Mg Al Si O B H;hexagonal
Magnesio-hastingsite;NaCa2(Mg4Fe3+)Si6Al2O22(OH)2;Na Ca Mg Fe Si Al O H;monoclinic
Magnesiohatertite;NaNaCa(MgFe3+)(As5+O4)3;Na Ca Mg Fe As O;monoclinic
"Magnesioh?gbomite-2&lt;i&gt;N&lt;/i&gt;2&lt;i&gt;S&lt;/i&gt;";(Al,Mg,Fe2+,Fe3+,Ti4+)22(O,OH)32;Mg Fe Al Ti O H;hexagonal
"Magnesioh?gbomite-2&lt;i&gt;N&lt;/i&gt;3&lt;i&gt;S&lt;/i&gt;";(Mg,Fe2+,Zn2+,Ti4+)4(Al,Fe3+)10O19(OH);Mg Fe Zn Ti Al O H;hexagonal
"Magnesioh?gbomite-2&lt;i&gt;N&lt;/i&gt;4&lt;i&gt;S&lt;/i&gt;";(Mg8.43Fe2+1.57)Al22Ti4+2O46(OH)2;Mg Fe Al Ti O H;hexagonal
"Magnesioh?gbomite-6&lt;i&gt;N&lt;/i&gt;12&lt;i&gt;S&lt;/i&gt;";Mg5Al11Ti4+O23(OH);Mg Al Ti O H;hexagonal
"Magnesioh?gbomite-6&lt;i&gt;N&lt;/i&gt;6&lt;i&gt;S&lt;/i&gt;";(Mg,Al,Fe2+,Fe3+)3(Al,Ti4+)8O15(OH);Mg Al Fe Ti O H;hexagonal
Magnesio-hornblende;[box]Ca2(Mg4Al)(Si7Al)O22(OH)2;Ca Mg Al Si O H;monoclinic
Magnesiohulsite;Mg2Fe3+O2(BO3);Mg Fe O B;monoclinic
Magnesiokoritnigite;Mg(As5+O3OH)·H2O;Mg As O H;triclinic
Magnesioleydetite;Mg(U6+O2)(S6+O4)2·11H2O;Mg U O S H;monoclinic
